late_payments_90d,credit_history_years,oldest_account_age,open_credit_accounts,hard_inquiries_last_6m,debt_to_income,loan_to_income,delinquencies_last_12m,delinquency_ratio,utilization_to_income,default
0,14,11,3,3,0.3482136460312977,0.07230664529435678,2,0.6666666666666666,1.5742813140796842e-05,1
0,14,15,2,2,0.2952873352015837,0.31864973789946394,3,1.5,5.000843618687469e-06,0
2,18,11,9,4,0.06724366337567596,0.3175179729733102,1,0.1111111111111111,6.831180022104867e-06,1
3,7,6,7,5,0.2569864453340429,0.41913932006446236,1,0.14285714285714285,7.97359524811967e-06,1
0,18,9,6,2,0.33387180591816934,0.407778839271289,1,0.16666666666666666,8.155451516921563e-06,0
0,10,18,5,0,0.5642236228384807,0.35852043850615195,2,0.4,9.948311689154282e-06,0
1,16,18,11,2,0.21203257868656816,0.25036625988469685,4,0.36363636363636365,5.796086234252534e-06,1
2,10,14,7,0,0.4510316914444758,0.37701534711794993,0,0.0,4.3751935625453175e-06,0
2,1,16,10,1,0.3820584917088854,0.17704094895264583,1,0.1,2.6793093598277077e-07,0
2,14,3,6,5,0.26744158817928493,0.3219160519673589,2,0.3333333333333333,1.1499923147143178e-06,1
2,11,10,8,2,0.30200032385420916,0.2930430460210347,3,0.375,7.1949331397863595e-06,1
1,19,19,2,5,0.5001260481347984,0.4244049128015968,3,1.5,1.9026586542150839e-06,1
0,10,13,3,5,0.27258577721833654,0.28617132444626114,2,0.6666666666666666,4.910132162326488e-06,1
0,7,16,2,2,0.21297387061057566,0.19296127267789112,1,0.5,5.145150370965826e-06,0
1,6,4,8,4,0.4380940778343593,0.33167940760667014,4,0.5,4.996535896837273e-06,1
0,2,4,5,1,0.3171248707348916,0.20849814494048477,0,0.0,5.341688297672087e-07,0
1,10,8,10,3,0.3798439961878487,0.3775556440448409,2,0.2,5.361028283687068e-07,0
1,11,4,4,4,0.5829634687241159,0.2099924728675985,1,0.25,1.0979443130442513e-05,1
0,4,11,2,3,0.27606286662339685,0.1882926576290392,0,0.0,2.6542158106306667e-06,0
2,8,21,2,5,0.35891385329928505,0.5225417494290102,3,1.5,6.839761958454484e-06,1
0,15,15,3,1,1.5092317317604487,1.4231600815679126,2,0.6666666666666666,1.2328880767869384e-05,0
1,3,10,3,4,0.15607246972292202,0.2749851135307567,1,0.3333333333333333,4.7384417863056594e-06,0
2,8,21,8,4,0.40176900018723416,0.3225630123295957,2,0.25,5.063950138639685e-06,1
1,16,17,11,2,0.18883814675043575,0.18221140118012144,0,0.0,8.096751662861402e-06,0
0,1,15,7,5,0.2019265767993559,0.5174004305908098,2,0.2857142857142857,1.2356838066955084e-05,1
1,7,18,6,2,0.35230635853118397,0.37984005024557405,0,0.0,8.909632527218846e-06,0
0,6,9,8,2,0.4653884783524152,0.2986314628040503,0,0.0,1.0563080711746123e-05,0
0,5,19,9,3,0.7034940941094608,0.3587885137170857,1,0.1111111111111111,3.464739240637186e-06,0
0,15,17,6,0,0.6246687194061166,0.4131257308818741,1,0.16666666666666666,2.108212949196423e-05,0
1,13,8,4,5,0.2006095778770737,0.23001531906745853,1,0.25,8.256286430573774e-06,1
1,8,2,8,3,0.29082302295651985,0.3864907329098239,1,0.125,5.815665103962533e-06,0
0,17,21,7,4,0.8518386929576192,0.6496637049038,2,0.2857142857142857,5.486929268615635e-06,0
0,9,6,7,5,0.23321480446503073,0.24411275542732613,0,0.0,1.1218315716623174e-05,0
3,12,21,8,4,0.6813751336290745,0.34044581712386857,0,0.0,1.59128228074596e-05,1
1,14,5,8,0,0.3029481534744823,0.404979871429283,2,0.25,2.177974495363734e-06,0
0,15,6,4,0,0.18286600664944794,0.36493034380289247,0,0.0,2.7625091575295966e-06,0
3,6,14,11,4,0.5695731147631887,0.43221504163719077,0,0.0,6.078153383206316e-06,1
0,8,10,9,2,0.061754501413372284,0.4052334941650002,0,0.0,1.0998527587606158e-05,0
0,2,12,4,3,0.6429917153316702,0.27052938618241706,0,0.0,1.4573618389887758e-05,0
0,8,14,9,0,0.4214490012948665,0.6412702656802283,1,0.1111111111111111,1.9406100544589107e-05,0
0,15,9,11,3,0.318870784829654,0.395496916914744,1,0.09090909090909091,9.375267378033951e-06,0
2,6,8,5,0,0.25489366490286647,0.06576873905865563,0,0.0,1.18825821284522e-05,0
1,14,2,8,4,0.27908292889283703,0.4931461155673355,2,0.25,3.6970149273355982e-06,1
1,15,3,5,4,0.5819012581066693,0.47987556953923066,3,0.6,5.841196652451475e-06,1
0,19,23,9,0,0.20530816213691155,0.305092943890926,1,0.1111111111111111,6.149236339572853e-06,0
0,11,5,11,1,0.2883169435234536,0.17793662091204762,1,0.09090909090909091,3.873471972114296e-06,0
2,6,14,8,2,0.1915321366778692,0.49839263671124545,0,0.0,6.560868582583457e-06,0
1,8,5,6,3,0.14400171593603045,0.26365185822160897,2,0.3333333333333333,6.768457146658173e-06,1
0,6,5,7,3,0.5910625478892787,0.3410917237869684,0,0.0,1.7330738567787093e-05,0
0,10,13,8,4,0.12205891415976176,0.6635276709302046,0,0.0,1.2447042460555357e-05,0
1,19,3,9,2,0.22119712321951815,0.273458316904004,3,0.3333333333333333,1.019283391720805e-05,1
0,3,19,3,3,0.367696503910792,0.2502552522999036,0,0.0,1.02503873451298e-05,0
0,8,18,9,2,0.2801257582405929,0.5249448287815631,2,0.2222222222222222,3.3102912673770225e-06,0
1,11,8,11,4,0.17923459625470886,0.4118896891122837,2,0.18181818181818182,3.521861052183636e-07,1
1,3,23,6,1,0.41008879573378104,0.3709267492270102,0,0.0,6.6314326914585504e-06,0
2,8,23,3,5,0.29549811242933055,0.15593498718422244,0,0.0,5.761388548145392e-07,0
2,19,5,3,4,0.35221545401512644,0.1389379744441395,0,0.0,4.711523326972363e-06,0
0,11,21,7,0,0.8845948243719596,0.682775891228077,0,0.0,2.1619552444083193e-05,0
1,9,6,10,0,0.12807448521530557,0.34272624771504845,1,0.1,4.556084132415391e-06,0
0,19,22,11,4,0.7591369728397995,0.768914748577034,2,0.18181818181818182,2.5309014381574898e-05,1
2,8,2,2,2,0.25285372172293596,0.4149471625762567,0,0.0,4.36138328028495e-06,0
3,17,12,2,4,0.13661524468538716,0.1904773868232291,3,1.5,8.985876086737152e-07,1
2,9,16,7,1,0.05547401974466799,0.2523977929416435,1,0.14285714285714285,1.3706414441793472e-05,1
1,15,6,7,2,0.6205972410588457,0.31912716009651587,0,0.0,4.546517955819229e-06,0
0,15,11,6,2,0.3693902581791479,0.327027440868551,1,0.16666666666666666,9.155060937786705e-06,0
1,15,11,5,2,0.15813918396702623,0.49729539288960284,1,0.2,8.14740938896747e-06,0
2,7,2,2,5,0.13921952226370393,0.12328629150090495,2,1.0,7.452909433834342e-06,1
0,5,2,7,4,0.39254074809790657,0.1735782904530552,0,0.0,3.4003104225269377e-06,0
2,11,3,5,1,0.3882319782095782,0.53322163482336,1,0.2,1.9660280286153209e-07,0
1,13,23,9,1,0.20089943061135723,0.25032706936508153,0,0.0,6.621349461308557e-06,0
0,11,24,5,5,0.03493271267026421,0.3445191661906271,2,0.4,3.3281654818871414e-06,1
2,5,16,10,0,0.39907872937431094,0.035749540688415696,0,0.0,1.6532512933095646e-05,0
1,1,14,9,3,0.27541381411109356,0.48631698883465174,3,0.3333333333333333,1.2284964486076762e-05,1
0,15,17,9,4,0.5802927984738404,0.402552950947267,3,0.3333333333333333,8.606476488593204e-06,1
1,1,17,5,2,0.21573439714303888,0.3378795000652514,0,0.0,2.0029934050272597e-05,0
1,7,18,2,3,0.2699812217629208,0.3781675800735554,3,1.5,1.3371890269109229e-05,1
1,10,13,5,2,0.30183829422185254,0.3222181210686793,1,0.2,2.27807988947255e-06,0
0,12,20,3,3,0.24750571921532102,0.4159437377227769,1,0.3333333333333333,6.666429695016802e-06,0
2,11,9,6,0,0.3788482486676264,0.3557548176446308,0,0.0,5.687096649848601e-06,0
2,15,8,5,2,0.059974382147069454,0.3555275652895067,0,0.0,4.655430543466667e-06,0
2,17,3,11,2,0.4767990847992151,0.3039227581232819,1,0.09090909090909091,5.807504062912393e-06,0
0,17,7,5,3,0.34457310671852776,0.16935579400843134,0,0.0,5.565651235949326e-06,0
1,3,23,11,0,0.054688672888139576,0.30749393469579095,0,0.0,1.5946622674919116e-05,0
2,3,4,11,0,0.44115920376324214,0.30015909368825616,2,0.18181818181818182,7.502621962938266e-06,1
0,17,24,3,1,0.3084048532790634,0.37363231863304414,2,0.6666666666666666,5.597356405926177e-06,0
4,17,11,3,0,0.48262759282921963,0.4886336059824318,0,0.0,8.210452526634447e-06,1
1,5,5,5,3,0.436305724983603,0.2444819933104092,1,0.2,3.829090255905172e-06,0
0,17,18,11,4,0.15351483782628145,0.24430195824115777,1,0.09090909090909091,5.096884384782073e-06,0
1,15,18,5,3,0.11506405086393343,0.6986807287639897,0,0.0,1.7197195568967547e-05,0
1,3,24,5,3,1.4599810182356554,0.22230676049333425,1,0.2,1.9678943919251508e-05,0
0,12,8,9,5,0.5702790415902714,0.49977190548200123,0,0.0,6.672203187880391e-06,0
3,10,21,11,3,0.5554260761989682,0.40082460763870603,0,0.0,8.055583978785635e-06,1
2,18,19,2,3,0.2415617255530661,0.1941405642703381,2,1.0,2.5035177028434973e-06,1
0,13,6,2,5,0.45096726763456585,0.2043470771176967,1,0.5,1.1854448171924225e-05,1
1,14,11,7,2,0.25583527620002783,0.3874480841710099,4,0.5714285714285714,6.796864453363077e-06,1
0,4,2,4,2,0.9942041498932443,0.5378706170599332,0,0.0,2.6019054013767108e-05,0
1,16,21,7,1,0.39101413300232846,0.47659160322853966,0,0.0,7.568734617696592e-06,0
1,19,19,9,0,0.1390096486852963,0.46168463392299597,1,0.1111111111111111,1.397973250579865e-06,0
2,18,23,6,3,0.6679959001722373,0.46423686173552914,0,0.0,5.529097726846077e-06,0
0,10,3,3,0,0.23435645436971028,0.4469333183073988,2,0.6666666666666666,1.2132102197734916e-05,0
0,11,21,3,1,0.16005654683351125,0.33993622799671885,0,0.0,1.0562402788912053e-05,0
0,13,24,8,1,0.4069281115078595,0.5239025788140895,0,0.0,1.1627866505653788e-05,0
1,8,14,11,0,0.3418720472638667,0.4155975950860762,1,0.09090909090909091,8.016061158268231e-06,0
1,8,16,9,5,0.12612351230286523,0.10817646653226948,1,0.1111111111111111,5.325307781677006e-06,1
0,6,5,7,1,0.29521889656464134,0.5941825111959957,1,0.14285714285714285,3.771681180962027e-07,0
1,14,9,2,5,0.2528571237365717,0.3657943255480937,2,1.0,8.815223930582934e-07,1
1,19,24,9,3,0.336265650519669,0.3163941297664623,2,0.2222222222222222,7.5550468230223996e-06,1
0,11,14,4,0,0.5174533624658408,0.4989530991715043,2,0.5,7.890963985497535e-06,0
0,17,8,5,3,0.08654474792277927,0.10222613567575256,2,0.4,2.196003525927319e-07,0
0,1,14,6,3,0.1599205479706785,0.23496161232308937,4,0.6666666666666666,9.913575790743523e-06,1
0,2,12,2,1,0.8987052644534331,0.5749772004497709,1,0.5,1.4648584645540713e-05,0
0,10,17,8,1,0.03994756865807638,0.35452694136537943,1,0.125,5.113855049990552e-06,0
1,13,5,9,5,0.25387105958098827,0.026862963420686167,1,0.1111111111111111,3.850370473786949e-06,1
1,18,16,3,0,0.2742230488012063,0.23323387016892602,0,0.0,1.3561388257140166e-05,0
3,13,19,11,0,0.11326719748868078,0.11586392186719109,0,0.0,4.6612769507188576e-06,0
0,13,17,5,4,0.22313033298697477,0.3970653504877852,1,0.2,8.888174422400799e-06,0
0,19,5,8,4,0.3381556316381898,0.3571899867241516,1,0.125,1.3496326860009371e-05,0
1,10,21,8,2,0.3034816725732621,0.4996778991929879,1,0.125,3.594788236132882e-07,0
1,15,3,7,4,0.38617381546248747,0.3223537022331507,1,0.14285714285714285,1.621854086241545e-05,1
0,15,17,8,0,0.13557986591089083,0.25051183360810036,0,0.0,2.6981642369970116e-07,0
1,15,12,9,2,0.29963307359428576,0.02549755542206012,3,0.3333333333333333,4.1754794136520805e-06,1
0,6,8,6,0,0.3369021351554621,0.2619974862465137,1,0.16666666666666666,8.018345890337604e-06,0
0,8,22,4,5,0.3304241559282379,0.46754902415428523,1,0.25,1.582979579416819e-05,1
0,15,18,8,0,0.28295439722487004,0.3870134378257765,1,0.125,8.745742267332026e-06,0
1,10,16,6,4,0.23228576759425126,0.2436541834521103,4,0.6666666666666666,4.443143494107923e-06,1
1,19,15,4,3,0.4877969219601547,0.6109842592840785,3,0.75,6.172614190866608e-06,1
2,9,18,2,2,0.35469861654439155,0.3662991809443761,0,0.0,2.811999922902239e-06,0
0,5,5,6,1,0.14582078597945947,0.5177647825221261,0,0.0,7.572719381223728e-06,0
0,19,22,3,0,0.7415558907823074,0.6904907177901485,1,0.3333333333333333,6.138593710254792e-06,0
0,1,9,4,4,0.19350903735332,0.4513517182605739,2,0.5,7.244132892186304e-06,0
1,10,3,9,0,0.801375961333428,1.2777900433474885,2,0.2222222222222222,1.2382422132495078e-05,0
0,2,2,9,1,0.18270696951707058,0.4026214629809987,0,0.0,4.733725953084036e-06,0
0,3,23,2,4,0.07925750440449367,0.3082600639950459,1,0.5,6.990849241089659e-06,0
0,3,15,9,1,0.7385912833739823,0.044760329568548175,1,0.1111111111111111,7.417649741353918e-06,0
0,17,19,10,1,0.34457945347525243,0.3026543158646515,0,0.0,8.292173091229124e-06,0
0,4,9,11,0,0.6696904091883313,0.5276638034728928,2,0.18181818181818182,3.177088243329209e-06,0
1,9,24,8,4,0.4565348615018793,0.10202363305892832,0,0.0,3.851413791480668e-06,0
2,13,9,3,3,0.24537729119920035,0.2804251281360332,1,0.3333333333333333,1.1438949713570696e-05,1
2,8,8,3,2,0.36830585224743073,0.7615336681456845,2,0.6666666666666666,1.1486387925298588e-05,1
1,16,11,6,2,0.3243758364039517,0.47016110905095865,4,0.6666666666666666,2.607602046125367e-06,1
2,13,24,7,3,0.3507033421859269,0.100286689068613,1,0.14285714285714285,7.109411496026486e-06,1
2,10,13,4,1,0.348407169832643,0.049436185775084934,0,0.0,8.818011275687445e-06,0
0,18,3,7,1,0.4149053086248172,0.3390189368342718,0,0.0,1.672715892875711e-05,0
1,16,20,11,2,0.40676623862010924,0.2661777062683794,0,0.0,4.345547763454852e-06,0
1,6,8,5,1,0.468468688695613,0.030632744162033466,0,0.0,1.1881653849994923e-05,0
0,12,3,9,4,0.18193121560955292,0.16776507010051855,0,0.0,5.115137039279521e-06,0
0,10,19,8,4,0.328569462187618,0.18161111931371954,0,0.0,4.719114976453257e-07,0
1,3,10,2,5,0.330504550633041,0.3207975935219437,0,0.0,8.877587874494894e-06,0
0,11,12,10,4,0.028514495851167963,0.18043122215702542,0,0.0,4.2997262557043915e-06,0
1,4,12,6,1,0.36135006905617645,0.31185267324505234,2,0.3333333333333333,7.4267016144516826e-06,0
1,17,16,3,2,0.35078783770650585,0.570685793352363,0,0.0,1.7338296591803433e-05,0
1,9,4,9,4,0.547403978917141,0.7741724267725116,2,0.2222222222222222,6.24840005284344e-07,1
1,10,12,9,0,0.44976751275574295,0.7287562801073586,0,0.0,1.071666974145469e-05,0
0,9,4,2,5,0.40562450029762775,0.31949187501915605,0,0.0,9.096872468859475e-06,0
0,6,16,3,3,0.3116930142664823,0.38266755745067643,1,0.3333333333333333,1.3364270904181235e-05,0
3,15,22,5,0,0.11130643176899611,0.2556630761156133,0,0.0,2.610632781115787e-06,0
0,12,16,7,1,0.4536506150480419,0.41453536230441146,1,0.14285714285714285,3.3883993473273485e-06,0
1,3,6,8,4,0.11491638745863487,0.27590356326324267,0,0.0,8.456909044836459e-06,0
0,19,23,3,2,0.46532440294086913,0.7602543469569194,3,1.0,1.051733686447428e-05,1
0,15,23,4,0,0.41056684986785125,0.5219837411355204,1,0.25,1.535983312227243e-05,0
2,1,21,9,1,0.4430708625182821,0.4364199896611142,2,0.2222222222222222,1.5519062541054697e-05,1
1,14,7,4,4,0.48825176547336196,0.25927509648500857,1,0.25,1.4402753224490957e-05,1
5,11,16,7,1,0.13973553498503066,0.05897502055088008,2,0.2857142857142857,4.589851847337259e-06,1
0,5,12,7,3,0.3513496785990574,0.3730983057758404,4,0.5714285714285714,8.880692591818413e-06,1
1,9,12,3,5,0.20208702885341345,0.18586201628772886,2,0.6666666666666666,5.477438977558262e-06,1
1,3,20,11,0,0.24275824736644847,0.4262700407847072,0,0.0,6.148625067520922e-06,0
1,12,17,5,2,0.23044675546024632,0.23576332149690185,1,0.2,3.65960041760411e-06,0
0,7,24,2,0,0.18180342390563292,0.7277776389281613,0,0.0,8.32078764491905e-06,0
0,18,15,4,3,0.38530030746551097,0.3338376350013413,0,0.0,2.8633792185058576e-07,0
2,4,19,9,2,0.35529848892931,0.39520662294237363,2,0.2222222222222222,1.296127527420224e-05,1
1,18,21,11,5,0.5210193733444954,0.27402599949911605,2,0.18181818181818182,3.0563020469543417e-06,1
1,16,2,10,5,0.09946143590829486,0.29034996220198583,0,0.0,4.021754037056901e-06,0
0,2,11,7,4,0.2363337714779992,0.22884572000999018,1,0.14285714285714285,7.967260650203425e-06,0
1,13,5,6,3,0.14452124584419013,0.38541777312948367,0,0.0,2.574541854999635e-06,0
0,12,14,2,2,0.2652446879226259,0.28641631382555954,0,0.0,1.658166116736223e-05,0
0,3,24,6,2,0.46728145606120436,0.4113759782970203,1,0.16666666666666666,1.0549928095230813e-05,0
1,19,6,10,3,0.09974812918443984,0.36570262907430756,2,0.2,1.304102420598987e-05,1
2,5,18,3,0,0.2589322796908176,0.3424804035165984,1,0.3333333333333333,4.686052612301008e-06,0
1,4,22,11,4,0.23705624180629062,0.19451662840904438,2,0.18181818181818182,6.749260499219829e-06,1
0,19,12,11,5,0.4367497653897484,0.6219244187184746,1,0.09090909090909091,3.562959851987426e-06,0
2,6,15,8,0,0.2617715047005189,0.3454604996729052,0,0.0,7.444810277710942e-06,0
1,8,2,6,4,0.2655083047730932,0.20557990798285872,3,0.5,3.954748630428399e-06,1
1,6,17,11,3,0.3956745070845755,0.13097363238606732,2,0.18181818181818182,7.414795766729659e-06,1
0,17,6,7,2,0.7242569786405544,0.5169535576657823,1,0.14285714285714285,8.006528061969713e-06,0
1,7,7,10,3,0.18978318554526033,0.5375459341135124,1,0.1,7.179958785927831e-06,0
2,2,13,6,4,0.21228314968126538,0.2678853028713059,0,0.0,2.37493882616332e-06,0
0,3,15,7,4,0.5873108080668115,0.32864888366644407,0,0.0,8.554251131539434e-06,0
1,8,17,9,5,0.39737030712488386,0.5920961319768939,3,0.3333333333333333,8.53185880961505e-06,1
0,18,20,11,4,0.5194441742708095,0.2892937429927639,3,0.2727272727272727,5.527311994331306e-06,1
1,4,8,10,1,0.44638500546006776,0.3987800967650502,1,0.1,1.4067361134930485e-05,0
1,4,13,10,0,0.40786784840259827,0.2850245435742333,1,0.1,4.443484201443239e-06,0
0,10,2,5,0,0.19552236148883106,0.2064970063950246,0,0.0,6.276339230859136e-06,0
1,19,16,11,1,0.8013928286747072,0.5902663337912355,1,0.09090909090909091,2.1771781961829376e-05,0
2,1,14,11,2,0.6750030731007163,0.4434560001362782,1,0.09090909090909091,1.1280376756458361e-05,1
3,2,2,11,4,0.26154087472875176,0.07124300115530238,2,0.18181818181818182,8.469835544821455e-06,1
0,16,8,11,0,0.22928946616578938,0.2482590397256972,1,0.09090909090909091,5.744772807422475e-06,0
1,1,7,11,0,0.39744010195879287,0.3570555826768692,0,0.0,9.49046924504366e-06,0
0,10,11,4,1,0.49542068212703605,0.3284191054032042,2,0.5,9.152034031274474e-06,0
0,9,10,11,0,0.25094430846986265,0.22916566682214135,2,0.18181818181818182,7.2118755752199435e-06,0
0,14,7,8,1,0.47259482077519477,0.686558520111859,3,0.375,8.499331581626994e-06,0
0,18,11,4,0,0.25410100046130163,0.4479017177722393,0,0.0,5.965591150908284e-06,0
1,9,10,8,3,0.14785902711524637,0.320359782073191,3,0.375,9.610859966255719e-06,1
0,2,13,5,2,0.04620047272468856,0.5184454747846895,1,0.2,6.325561904458509e-06,0
0,4,22,4,5,0.17724818151830685,0.025688960187702312,2,0.5,1.0355659799448492e-05,1
1,19,19,9,0,0.40943371948151136,0.2509365844781724,3,0.3333333333333333,2.677294538071994e-06,0
0,15,10,10,0,0.32855200751344027,0.12477321411390693,0,0.0,1.5316372081016734e-05,0
0,7,11,5,4,0.3389043559353543,0.2209493869323875,2,0.4,1.2276618393520431e-05,1
0,4,2,9,0,0.35745135992823285,0.14187625753495137,0,0.0,6.036702036772555e-06,0
0,14,13,9,3,0.5519758852494774,0.3251214028639444,0,0.0,4.434339703487957e-06,0
1,4,3,3,1,0.16770596685163736,0.4736266745347496,2,0.6666666666666666,5.032250653537467e-06,0
0,3,17,10,0,0.28610987800381044,0.5072007306370135,2,0.2,7.2871740984750035e-06,0
1,16,5,4,0,0.36741151883753537,0.4044780731350977,2,0.5,6.2827906984885366e-06,0
1,18,24,2,4,0.3858745568421308,0.1864236446903662,2,1.0,4.6578481162607965e-06,1
0,18,19,9,0,0.6712462444090419,0.15655938873118722,1,0.1111111111111111,9.431758401720036e-06,0
1,14,2,10,3,0.6894116239293298,0.11339800361568965,0,0.0,1.4604820658856995e-05,0
3,2,23,10,1,0.31567607945921433,0.45466305192778234,0,0.0,5.325008889297918e-06,0
0,7,11,7,2,1.084485598970591,0.5058149398606429,0,0.0,2.879710560709068e-05,0
1,3,13,10,3,0.18367536487803154,0.09077763320356907,1,0.1,3.4849989722135914e-06,0
2,18,17,11,4,0.22693981077453454,0.25036498041818644,1,0.09090909090909091,3.9283435782862536e-06,1
0,12,24,9,2,0.581215842835847,0.2856244571473601,1,0.1111111111111111,8.163618638918257e-06,0
1,16,14,8,0,0.28946642368532444,0.461107256702481,3,0.375,9.046789583512667e-06,1
1,16,14,4,3,0.324824119470535,0.3578840935196447,3,0.75,8.17048697529964e-06,1
0,18,23,11,5,0.34866983879671987,0.4227357876871101,0,0.0,9.009723156899254e-06,0
2,19,4,4,4,0.17075523672269674,0.3948119243551602,1,0.25,5.26403320393883e-06,1
1,19,12,8,3,0.2073006421131437,0.660572077247536,0,0.0,1.5080869665792694e-05,0
3,2,19,8,0,0.21820501273065335,0.09337509276298143,2,0.25,2.255942532795292e-06,1
2,17,16,7,1,0.23162033110670152,0.50033350298688,1,0.14285714285714285,4.0538293839300934e-06,0
2,15,11,7,4,0.36396464934103157,0.6150593598436956,1,0.14285714285714285,7.827408744630978e-06,1
0,6,11,9,1,0.2405317089269399,0.5066385217174582,0,0.0,4.731402448965984e-06,0
2,3,8,7,4,0.2512591439511295,0.39484807695209984,0,0.0,5.593841165783418e-06,1
2,2,18,3,5,0.28023414686031084,0.2922804676523086,0,0.0,1.1524060134050583e-05,1
1,17,8,7,1,0.22710014289130387,0.2932710290894988,2,0.2857142857142857,8.060264479184715e-06,0
1,9,6,6,1,0.29903390577298333,0.2711521733032583,1,0.16666666666666666,1.0129031332480592e-05,0
1,19,10,2,3,0.5175282306351239,0.3460710043528693,0,0.0,1.5142799017533874e-05,0
2,17,7,8,5,0.4512133396678085,0.4245523396752065,0,0.0,1.9354717997260913e-06,0
0,14,22,4,4,0.09934688304804372,0.38531694723334026,1,0.25,3.467711402737568e-06,0
3,10,13,6,4,0.35851053234571306,0.3653288934781222,0,0.0,4.0361782866260435e-06,1
2,12,9,10,2,0.41820934732859333,0.4061484560900829,0,0.0,3.0714953578879922e-06,0
0,2,5,10,2,0.907464664498611,0.3436136677555992,3,0.3,9.924579464047187e-06,1
1,1,19,6,5,0.4996119666300643,0.5276314158154009,1,0.16666666666666666,2.135052808605293e-05,1
0,15,2,5,0,0.42945060653649547,0.031104087716145545,1,0.2,7.502395260437316e-06,0
0,11,4,8,4,0.20834081405907307,0.5332413425922803,0,0.0,9.500216352519271e-06,0
1,3,13,6,1,0.7635711411617159,0.2015752578771599,2,0.3333333333333333,4.118721167587539e-06,0
0,6,8,10,4,0.2092644593973029,0.3775349435530541,1,0.1,1.3184477980188745e-05,0
1,9,20,8,2,0.240220150236219,0.1778920891232438,0,0.0,9.347140206802616e-06,0
0,12,20,7,5,0.2139610577820893,0.24229988513624084,0,0.0,6.754303186092504e-06,0
1,14,2,8,4,0.5224530951674462,0.24150706710765507,2,0.25,1.0748877388064096e-05,1
1,13,15,2,0,0.4151739429903439,0.4968784289127989,2,1.0,9.407356061113148e-06,0
1,18,7,9,5,0.3113712313622225,0.38714004115889633,2,0.2222222222222222,1.4515442078597115e-05,1
2,6,20,3,1,0.1134648516887859,0.49509684134342447,1,0.3333333333333333,4.485257592927598e-06,0
1,16,2,10,4,0.3321251607258137,0.13542775890730296,1,0.1,4.019472941847453e-06,0
0,13,23,8,5,0.6288880308204341,0.30966304746727763,2,0.25,9.35246431694873e-06,1
0,10,3,4,1,0.546158101200405,0.134392205423457,2,0.5,2.639820095537436e-07,0
2,5,13,8,5,0.5644334203359728,0.8648142614640987,1,0.125,1.3022721567964899e-05,1
0,9,23,11,1,0.23465582996973414,0.7271216540227928,1,0.09090909090909091,7.906102286674832e-06,0
0,10,9,4,5,0.3238274691050513,0.36416583795983026,0,0.0,6.046017754557782e-06,0
0,18,2,9,3,0.26481669141631925,0.19072947970621962,0,0.0,6.087857379948207e-06,0
0,3,5,4,4,0.3761060759862847,0.3212567995820268,1,0.25,4.196066486975929e-06,0
1,9,5,7,0,0.3366146771583386,0.3776130157898268,1,0.14285714285714285,1.3395946289061136e-05,0
0,16,5,5,1,0.49601920816716993,0.5278526970032394,3,0.6,5.664779721540819e-06,0
0,4,10,3,1,0.47946253172785547,0.5566911349358031,2,0.6666666666666666,1.3458534026682454e-05,0
2,14,19,9,2,0.6026693585579626,0.7973501084358734,0,0.0,3.712254689046583e-06,0
2,12,18,8,1,0.3138463945121381,0.5676360352091537,0,0.0,1.0951532381540881e-05,0
0,16,14,5,0,0.30303924273119764,0.32943050014765557,2,0.4,1.3189414322564891e-05,0
1,7,2,4,1,0.26224757243997443,0.26440981195336083,1,0.25,9.80072676844003e-06,0
0,1,2,5,0,0.10926696261238165,0.2982827425866117,5,1.0,4.464790167714272e-06,1
0,16,22,3,1,0.21959961874721687,0.24757387843949216,1,0.3333333333333333,5.77939392898397e-06,0
1,3,12,9,4,0.21749462008945156,0.3668221650697354,0,0.0,9.509215991092821e-06,0
1,10,5,3,0,0.3403947204700028,0.3310355166173326,4,1.3333333333333333,8.866103687340045e-07,1
0,15,13,9,5,0.08123903024747632,0.2730957103901746,0,0.0,1.2254325851699352e-05,0
1,10,21,9,1,0.5780309851719864,0.3729143478364914,0,0.0,1.8307490738564858e-06,0
1,5,18,7,0,0.6882666742954235,0.4631300367587442,0,0.0,2.0819701930095674e-05,0
1,8,3,2,2,0.35673050949610846,0.4484080487884102,2,1.0,6.118992412201308e-06,0
3,14,9,5,4,0.5913538539719919,0.535982180914832,1,0.2,5.252130443900026e-06,1
1,12,13,6,1,0.6691284936139192,0.4234397370086947,0,0.0,2.276537802905827e-05,0
1,8,10,10,0,0.1908568811465489,0.6574554154032034,1,0.1,1.2568758231019641e-05,0
3,17,4,10,0,0.39480921398428326,0.5795271620869601,0,0.0,4.550488522745325e-07,0
0,16,19,3,2,0.3981474291155729,0.17222076117128035,0,0.0,3.986422109124924e-06,0
0,15,7,3,1,0.33038516502071674,0.43866799255104544,2,0.6666666666666666,8.992424547152006e-06,0
0,19,3,2,3,0.21358399358269717,0.1762308577908463,1,0.5,3.4390292000946543e-06,0
1,2,7,6,0,0.11508212940135366,0.18874466831336037,2,0.3333333333333333,7.875688817938696e-06,0
0,19,19,10,1,0.1966721352981271,1.1062878848001572,0,0.0,4.676951159456942e-05,0
1,17,16,10,4,0.5115960646307997,1.0632955581868753,3,0.3,1.4840816070850161e-05,1
1,5,21,2,2,0.2664035186389471,0.3553266349759445,0,0.0,8.289785648219829e-06,0
